"","k1","k2","k3","k4","k5","k6","k7","k8","k9","k10","k11","k12","k13","k14","k15","k16","k17","k18","k19","k20","k21","k22","k23","k24","k25","k26","k27","k28","k29","k30","k31","k32","k33","k34","k35","k36","k37","k38","k39","k40","k41","k42","k43","k44","k45","k46","k47","k48"
"1",2.51570324803548,2.44258380566747,2.38145123915342,2.33018172932314,2.28703485493475,2.25058404873638,2.21965968430953,2.19330249883235,2.17072547389135,2.15128263768916,2.13444353121118,2.11977230939321,2.10691063529423,2.09556367826793,2.08548865231616,2.07648543324931,2.06838887710599,2.06106253087942,2.05439348272936,2.0482881447901,2.04266879927095,2.03747076930218,2.03264010114741,2.02813166499842,2.0239075984216,2.01993603031593,2.01619003452811,2.01264677150503,2.00928678392111,2.00609341840223,2.00305235052869,2.00015119444091,1.99737918176086,1.99472689731557,1.99218606141876,1.98974935032428,1.98741024798511,1.98516292349579,1.98300212961434,1.98092311859341,1.97892157223199,1.97699354361775,1.97513540848703,1.97334382450324,1.97161569706125,1.96994815047568,1.96833850361624,1.96678424922189
"2",0.218454593872679,0.201902352473637,0.18787411399474,0.175934477777623,0.165726002084694,0.156955096587908,0.149380475395771,0.142803705486855,0.137061469930976,0.132019234435295,0.127566062342539,0.123610369515683,0.120076448436297,0.116901621851283,0.114033911676128,0.111430129625746,0.109054313034347,0.106876443228995,0.104871395198593,0.103018076609997,0.10129872184135,0.0996983129370615,0.0982041044903947,0.0968052336344871,0.0954923997389088,0.0942576012046243,0.093093919038072,0.0919953387573621,0.0909566037158041,0.089973094181903,0.089040727541163,0.0881558758248951,0.0873152974585806,0.0865160806849146,0.0857555965771025,0.085031459934865,0.0843414966640989,0.0836837164936704,0.0830562900895421,0.0824575297956794,0.08188587336975,0.0813398701950924,0.0808181695433438,0.0803195105382152,0.0798427135332365,0.0793866726673585,0.0789503494041434,0.0785327668945707
"3",-0.019099528048198,-0.0168706226759742,-0.0149759643738893,-0.0133582970990348,-0.0119705934494404,-0.0107742049037907,-0.00973734773277874,-0.00883386360927426,-0.0080422050228695,-0.00734460466972766,-0.00672639540677802,-0.00617545342950779,-0.00568174229981657,-0.0052369395150604,-0.00483413063551331,-0.00446755870922409,-0.00413241896045895,-0.00382469053046033,-0.0035409985506477,-0.00327850104881362,-0.00303479618755924,-0.00280784615146342,-0.00259591466825299,-0.00239751569652076,-0.00221137126039475,-0.00203637677806552,-0.00187157253100619,-0.0017161201661714,-0.00156928332433317,-0.00143041165210302,-0.00129892758972996,-0.00117431543687439,-0.00105611228867921,-0.000943900508220299,-0.000837301461793306,-0.000735970292912776,-0.0006395915513528,-0.000547875526675364,-0.000460555162804316,-0.000377383452400831,-0.000298131227972598,-0.000222585281533216,-0.000150546756819266,-8.18297680576787e-05,-1.62602074569886e-05,4.63252897008113e-05,0.000106080247997132,0.000163149143967875
"4",0.847114417579568,0.945304983017207,1.02952024487026,1.10208762424329,1.16492278530491,1.2196038810044,1.26743233685053,1.30948261745864,1.34664297641359,1.37964882654324,1.40911007028412,1.43553348644931,1.45934107055625,1.4808850629064,1.50046026525201,1.51831413775912,1.53465507867619,1.54965921604271,1.56347598097331,1.57623268311778,1.58803826885249,1.59898640998831,1.60915804396251,1.6186234645357,1.62744404405485,1.63567365364499,1.64335983566318,1.65054477290375,1.65726609098637,1.66355752376418,1.66944946619153,1.67496943467297,1.68014245129899,1.68499136541339,1.68953712353384,1.69379899666338,1.69779477240556,1.70154091796629,1.70505271903575,1.70834439865154,1.7114292194136,1.71431957182238,1.71702705102115,1.7195625238213,1.72193618755955,1.72415762206567,1.72623583579755,1.72817930701824
"5",1.81997179137163,1.75755231106682,1.70519185688589,1.66111869988529,1.62388038515172,1.59228584837225,1.56535804387403,1.54229517440162,1.52243895990636,1.50524866657354,1.49027984966769,1.47716695390994,1.46560907068548,1.45535827869299,1.44621009882703,1.43799567933416,1.43057539704236,1.42383361754692,1.41767440394725,1.41201800195262,1.40679796045348,1.40195877224999,1.39745394057432,1.39324439418224,1.3892971878148,1.38558443630786,1.38208244001908,1.37877096692742,1.37563266304983,1.3726525679661,1.36981771645521,1.36711681069283,1.36453995028068,1.36207840968661,1.35972445456361,1.35747118996193,1.35531243471411,1.35324261730795,1.35125668941059,1.34935005390039,1.34751850483113,1.3457581772183,1.34406550491735,1.34243718517571,1.34087014869523,1.33936153425068,1.33790866708103,1.33650904041005
"6",0.0660550673292472,0.0598043420500644,0.0544977598564008,0.0499730911059051,0.0460971170141325,0.0427603817563118,0.0398728969723069,0.0373606256721377,0.0351626039731477,0.0332285848218741,0.0315171089017687,0.02999392515144,0.0286306974120031,0.027403945255118,0.0262941764807174,0.0252851764960587,0.0243634261071736,0.0235176244250066,0.0227382978201758,0.0220174793230776,0.0213484456997017,0.0207255017523452,0.0201438032919519,0.0195992117816141,0.0190881749214921,0.0186076284852821,0.0181549155693546,0.017727720112093,0.01732401211089,0.0169420024306768,0.0165801054795755,0.0162369083396739,0.0159111451966002,0.015601676120852,0.0153074694251122,0.0150275869619914,0.0147611718413974,0.0145074381406807,0.0142656622576155,0.0140351756192449,0.0138153585111741,0.0136056348341184,0.0134054676290853,0.0132143552408916,0.0130318280129164,0.012857445424997,0.0126907936019544,0.0125314831330023
"7",3.12189527019021,3.04116735776027,2.97385432005516,2.91756851767528,2.87035391086685,2.83060774257957,2.79701644721036,2.76850320031827,2.74418499425857,2.72333750900321,2.70536636189919,2.68978357745522,2.67618832882474,2.66425117496677,2.65370115846848,2.64431524439444,2.63590967494238,2.62833289194487,2.62145974247646,2.61518673455952,2.60942815229399,2.60411287437792,2.59918176833166,2.5945855559344,2.59028306436349,2.58623979305876,2.58242673904479,2.57881943384472,2.57539715363053,2.57214227121956,2.56903972422655,2.56607657834437,2.56324166854371,2.56052530410503,2.55791902595233,2.55541540685007,2.55300788673618,2.55069063686537,2.54845844758319,2.54630663548987,2.54423096652067,2.54222759209837,2.5402929960277,2.53842395022286,2.53661747770372,2.53487082157878,2.53318141896377,2.53154687897391
"8",6.58692612395944,6.4783611648487,6.38904559422624,6.31548409803249,6.25481681474768,6.20470384163141,6.16323072905549,6.1288311490441,6.10022361717275,6.07635971408025,6.05638171690101,6.03958793065282,6.02540432034146,6.01336129880663,6.00307473339365,5.99423040478766,5.98657129066265,5.97988716079703,5.97400606359213,5.96878736026282,5.96411602543224,5.9598979839743,5.95605629577199,5.95252803428362,5.94926173281399,5.94621529530382,5.94335428720235,5.94065053733244,5.93808099421361,5.93562679058241,5.93327247825727,5.93100540237398,5.9288151896478,5.92669332992412,5.92463283404921,5.92262795417666,5.92067395514917,5.91876692766017,5.91690363558988,5.91508139129303,5.91329795374686,5.91155144539402,5.90984028427213,5.90816312864225,5.9065188318349,5.90490640544804,5.90332498937048,5.9017738273821
"9",8.88788702414519,8.76881680097687,8.67166251469255,8.59240344345177,8.52775191173359,8.47501995369912,8.43201021249522,8.39692667115258,8.36830161107787,8.34493584905128,8.32584983954579,8.3102436677074,8.29746431717236,8.28697889052798,8.27835270049698,8.27123134653714,8.26532605243205,8.26040167209788,8.25626687855655,8.25276613917608,8.24977315241036,8.24718548029438,8.24492015924882,8.24291011126911,8.24110120991313,8.23944988196409,8.23792114729861,8.23648701720802,8.2351251859196,8.23381796192773,8.23255139545229,8.23131456628489,8.23009900278298,8.22889820809006,8.22770727401174,8.226522566538,8.22534146991538,8.2241621785565,8.22298352802476,8.22180485792775,8.22062590085872,8.21944669259332,8.21826749962321,8.2170887608226,8.2159110406291,8.2147349915985,8.21356132458462,8.21239078511535
"10",0.811193136772583,0.771211160309909,0.737481279316808,0.708914306485656,0.684616677171602,0.663855017627287,0.646027145800034,0.630638336107935,0.617281891943175,0.605623243400106,0.595386929902968,0.586345943750717,0.578313005798663,0.571133422399969,0.564679236477973,0.558844437764872,0.553541039928501,0.54869586723892,0.544247922009809,0.540146227439419,0.536348059615785,0.532817498113332,0.529524237424673,0.526442611959599,0.523550795925829,0.520830146429563,0.518264663881297,0.515840548495798,0.513545835524095,0.511370095005239,0.509304184403307,0.507340044604739,0.505470531477529,0.503689276606808,0.501990571977762,0.50036927432331,0.498820725628664,0.497340686919,0.495925282975468,0.494570956049717,0.49327442699488,0.492032662515782,0.490842847474265,0.489702361376479,0.488608758325303,0.487559749849166,0.486553190123403,0.485587063186246
